user_id,age,gender,location,registration_date,last_login_date,subscription_type,subscription_start_date,subscription_end_date,payment_amount,payment_date,engagement_score,activity_level,device_type,app_version,purchase_category,purchase_amount,purchase_date,revenue_source,referrer
1787,89,Non-binary,Apt 1298,5/30/2021,9/9/2021,pro,1/6/2020,9/25/2021,734.49,9/9/2020,31,medium,Lenovo,0.61,fitness equipment,208.68,2/4/2020,ads,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.24 (KHTML, like Gecko) Chrome/19.0.1055.1 Safari/535.24"
1788,85,Genderfluid,Room 1672,3/30/2020,9/26/2021,pro,5/26/2021,6/5/2020,973.61,7/21/2020,49,medium,Pantech,6.1.1,healthy snacks,350.98,12/8/2020,in-app purchases,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130401 Firefox/21.0
1789,79,Female,Room 498,8/11/2021,7/26/2021,basic,6/27/2020,11/28/2020,346.39,12/30/2021,63,low,alcatel,0.9.2,fitness equipment,424.63,4/16/2021,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1790,50,Female,Room 646,3/13/2021,2/11/2020,basic,11/29/2021,1/7/2020,347.87,7/2/2021,73,medium,Pantech,0.6.4,healthy snacks,492.86,4/9/2021,in-app purchases,Mozilla/5.0 (Windows NT 5.1; rv:21.0) Gecko/20130331 Firefox/21.0
1791,25,Male,PO Box 45498,9/10/2021,10/24/2020,basic,1/5/2020,4/3/2021,273.31,8/3/2021,38,low,ZTE,5.0.7,fitness equipment,437.8,8/19/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.1; sv-SE) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1792,80,Male,Room 1153,12/10/2020,3/9/2020,premium,11/4/2020,11/5/2020,371.82,7/7/2021,98,medium,Huawei,7.0.5,fitness equipment,1.71,4/13/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.834.0 Safari/535.1"
1793,25,Male,PO Box 5261,11/1/2020,7/17/2020,pro,10/4/2020,2/29/2020,17.1,12/25/2020,49,low,Nokia,9.73,supplements,272.82,5/21/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1794,70,Female,17th Floor,3/28/2020,3/19/2020,basic,3/4/2021,2/13/2021,732.15,11/19/2021,68,high,Amoi,0.5.1,fitness equipment,21.22,10/4/2020,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.860.0 Safari/535.2"
1795,41,Female,3rd Floor,11/16/2020,6/15/2021,premium,4/28/2021,6/7/2021,536.71,4/21/2020,45,medium,Lenovo,0.85,healthy snacks,442.54,10/2/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.112 Safari/534.30"
1796,30,Polygender,Room 339,11/25/2020,7/9/2020,pro,11/26/2020,10/12/2020,174.28,3/20/2020,65,high,XOLO,8.42,healthy snacks,370.51,5/17/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 5.1; ru-RU) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0.2 Safari/533.18.5"
1797,84,Polygender,Room 513,11/27/2021,7/16/2020,premium,9/1/2021,11/27/2021,794.76,4/30/2020,50,low,HTC,9.6,healthy snacks,453.19,5/4/2020,subscription fees,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/11.0.696.50"
1798,61,Female,PO Box 25424,9/26/2020,9/29/2020,premium,2/26/2020,9/20/2020,341.02,1/7/2021,100,medium,alcatel,6.7,supplements,289.01,8/18/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; zh-tw) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1799,100,Female,3rd Floor,9/7/2021,11/2/2021,pro,6/3/2020,3/25/2020,110.67,2/11/2021,28,low,Plum,0.5.3,fitness equipment,0.5,6/21/2020,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 5.1; en) AppleWebKit/526.9 (KHTML, like Gecko) Version/4.0dp1 Safari/526.8"
1800,28,Female,Suite 100,2/18/2021,1/28/2020,basic,5/30/2020,11/15/2021,829.66,12/14/2020,17,medium,Gigabyte,0.77,supplements,178.19,4/30/2021,subscription fees,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
1801,18,Female,Apt 1209,3/11/2021,1/6/2021,pro,11/17/2021,3/21/2020,873.22,10/21/2020,28,high,LG,0.28,supplements,414.49,8/5/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/10.10 Chromium/17.0.963.65 Chrome/17.0.963.65 Safari/535.11"
1802,83,Female,11th Floor,5/28/2020,11/6/2021,premium,4/11/2020,5/15/2021,581.99,3/15/2021,24,low,Samsung,4.3.7,healthy snacks,298.87,12/12/2021,in-app purchases,Mozilla/5.0 (Windows NT 6.2; Win64; x64; rv:27.0) Gecko/20121011 Firefox/27.0
1803,79,Female,2nd Floor,11/28/2021,2/10/2020,premium,9/23/2020,6/28/2020,542.37,9/14/2021,92,medium,Celkon,3.6.9,fitness equipment,126.41,10/12/2021,in-app purchases,"Mozilla/5.0 (Windows; U; Windows NT 6.1; es-ES) AppleWebKit/533.18.1 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1804,39,Female,Room 1610,11/26/2020,2/17/2021,premium,5/3/2020,8/13/2021,452.04,11/29/2020,85,low,Samsung,6.6,fitness equipment,238.46,4/23/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
1805,85,Genderfluid,13th Floor,10/8/2020,5/16/2021,basic,3/16/2021,3/27/2021,976.28,10/26/2021,96,low,Samsung,0.2.4,healthy snacks,397.32,2/3/2020,ads,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
1806,52,Male,Suite 74,12/9/2021,6/6/2021,basic,8/1/2020,10/15/2021,842.33,9/19/2020,17,high,alcatel,0.98,supplements,7.08,5/17/2021,ads,Mozilla/5.0 (Windows NT 5.1; rv:15.0) Gecko/20100101 Firefox/13.0.1
1807,58,Male,Apt 1405,9/19/2021,9/22/2021,pro,3/21/2021,2/21/2021,575.99,7/1/2020,51,medium,Motorola,5.35,supplements,222.59,8/2/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
1808,18,Female,PO Box 19324,3/11/2021,6/13/2020,pro,11/1/2020,7/19/2021,690.93,11/9/2020,74,low,Motorola,0.2.7,healthy snacks,227.91,12/1/2021,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1866.237 Safari/537.36"
1809,72,Male,Suite 49,12/1/2020,2/7/2020,pro,1/4/2021,3/11/2020,86.66,7/28/2021,24,high,Siemens,6.9,healthy snacks,299.69,8/12/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.13 (KHTML, like Gecko) Chrome/24.0.1290.1 Safari/537.13"
1810,34,Female,7th Floor,4/17/2020,6/28/2021,basic,1/7/2021,8/29/2021,667.48,2/27/2021,85,high,HTC,0.4.9,fitness equipment,156.97,1/2/2020,in-app purchases,Mozilla/5.0 (Windows NT 6.1; rv:12.0) Gecko/20120403211507 Firefox/14.0.1
1811,51,Male,Apt 261,10/17/2020,7/23/2020,basic,11/22/2020,2/13/2021,432.94,7/24/2021,22,low,verykool,3.59,fitness equipment,460.09,2/2/2021,ads,"Mozilla/5.0 (Windows; U; Windows NT 6.1; cs-CZ) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1812,95,Male,Room 1544,1/17/2021,10/8/2020,premium,7/25/2020,2/19/2021,659.67,12/2/2020,98,low,Philips,0.5.7,supplements,418.04,11/6/2020,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/536.3 (KHTML, like Gecko) Chrome/19.0.1061.1 Safari/536.3"
1813,72,Male,Suite 75,11/9/2020,5/14/2021,basic,11/18/2021,7/5/2021,777.25,12/19/2020,31,low,Samsung,0.47,fitness equipment,318.71,3/11/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.813.0 Chrome/14.0.813.0 Safari/535.1"
1814,26,Genderfluid,Room 957,10/21/2021,6/14/2021,basic,12/2/2021,4/25/2020,340.4,7/16/2020,78,low,Sony,6.6.1,fitness equipment,83.4,9/25/2020,ads,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.792.0 Safari/535.1"
1815,56,Female,Room 278,6/17/2020,5/20/2020,pro,9/22/2020,8/26/2021,666.01,1/23/2020,93,medium,Micromax,2,supplements,202.23,10/2/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_8) AppleWebKit/535.19 (KHTML, like Gecko) Chrome/18.0.1025.151 Safari/535.19"
1816,52,Male,Room 596,3/15/2020,9/22/2021,premium,6/4/2021,6/20/2021,24.07,10/8/2020,38,medium,Siemens,2.4.3,healthy snacks,77.09,4/28/2021,subscription fees,Mozilla/5.0 (Windows; U; Windows NT 5.1; en-US; rv:1.9.1.16) Gecko/20120427 Firefox/15.0a1
1817,54,Male,PO Box 32433,11/29/2020,3/10/2020,pro,10/31/2021,12/5/2020,245.67,9/10/2021,36,high,Celkon,6.2.2,supplements,394.06,9/10/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.0) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
1818,66,Female,18th Floor,4/19/2020,10/20/2021,pro,4/3/2020,7/8/2020,397.38,7/13/2021,84,low,Honor,9.4.4,supplements,147.13,4/24/2020,subscription fees,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1819,67,Female,Room 115,12/14/2021,10/1/2021,premium,8/10/2020,12/13/2020,90.67,8/15/2021,31,medium,alcatel,0.69,fitness equipment,480.85,3/16/2021,in-app purchases,Mozilla/5.0 (X11; OpenBSD amd64; rv:28.0) Gecko/20100101 Firefox/28.0
1820,81,Female,Apt 1674,4/3/2020,11/25/2021,basic,10/14/2020,12/6/2020,728.6,4/15/2020,8,medium,Samsung,0.68,supplements,351.09,10/6/2021,in-app purchases,Mozilla/5.0 (X11; Linux i586; rv:31.0) Gecko/20100101 Firefox/31.0
1821,45,Female,Apt 459,7/16/2021,6/15/2021,basic,4/14/2020,5/15/2020,455.86,3/11/2021,33,high,LG,9.3.0,fitness equipment,133.59,4/12/2021,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_6; sv-se) AppleWebKit/533.20.25 (KHTML, like Gecko) Version/5.0.4 Safari/533.20.27"
1822,92,Genderfluid,Suite 14,9/15/2021,7/16/2020,pro,2/12/2020,10/24/2021,551.63,12/27/2020,20,low,Energizer,4.39,fitness equipment,280.43,12/12/2020,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.11 (KHTML, like Gecko) Ubuntu/11.04 Chromium/17.0.963.56 Chrome/17.0.963.56 Safari/535.11"
1823,93,Male,Suite 5,5/16/2021,1/31/2021,basic,4/24/2020,12/31/2020,920.72,9/28/2021,73,low,Honor,5.4.3,healthy snacks,111.93,11/7/2021,in-app purchases,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_3 like Mac OS X; ja-jp) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8J2 Safari/6533.18.5"
1824,92,Genderfluid,Room 436,3/29/2021,2/5/2021,basic,5/11/2021,6/2/2021,982.24,7/7/2020,49,low,ZTE,8.78,supplements,69.35,6/17/2021,ads,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
1825,30,Polygender,Suite 23,9/5/2021,7/27/2021,basic,12/27/2020,5/17/2021,663.81,3/30/2020,4,low,LG,9.6,healthy snacks,382.61,10/6/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; ca-es) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1826,73,Female,14th Floor,1/9/2020,4/21/2020,pro,5/29/2021,1/2/2020,117.27,12/27/2020,40,high,alcatel,6.69,healthy snacks,458.97,7/14/2020,in-app purchases,"Mozilla/5.0 (X11; CrOS i686 1193.158.0) AppleWebKit/535.7 (KHTML, like Gecko) Chrome/16.0.912.75 Safari/535.7"
1827,72,Male,Room 1380,9/17/2020,10/26/2021,pro,5/27/2021,6/12/2021,418.13,1/12/2020,12,low,Bird,6.61,fitness equipment,3.48,3/30/2020,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_0) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/15.0.861.0 Safari/535.2"
1828,97,Female,Suite 4,11/17/2021,12/19/2021,pro,4/23/2020,10/3/2021,870.9,6/30/2021,37,medium,Samsung,4.08,supplements,428.11,12/24/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/11.04 Chromium/14.0.814.0 Chrome/14.0.814.0 Safari/535.1"
1829,43,Female,Apt 590,7/7/2021,1/10/2020,pro,5/15/2020,7/23/2021,601.15,11/14/2020,68,medium,Meizu,2.5.6,supplements,455.92,4/14/2021,in-app purchases,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/534.24 (KHTML, like Gecko) Chrome/12.0.702.0 Safari/534.24"
1830,47,Male,PO Box 93329,11/5/2020,8/17/2021,premium,6/18/2020,11/5/2021,600.05,3/20/2021,20,low,Samsung,6.4,supplements,48.15,2/25/2020,in-app purchases,"Mozilla/5.0 ArchLinux (X11; U; Linux x86_64; en-US) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.60 Safari/534.30"
1831,38,Female,7th Floor,5/21/2020,7/28/2020,premium,1/12/2021,2/3/2020,197.37,2/5/2021,74,medium,Oppo,6.5,healthy snacks,412.66,3/22/2021,subscription fees,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
1832,95,Female,Room 22,8/29/2021,3/30/2021,basic,6/1/2020,9/6/2021,751.34,3/20/2020,52,medium,Allview,5.8,healthy snacks,29.13,8/25/2021,ads,Mozilla/5.0 (Windows NT 6.1; Win64; x64; rv:22.0) Gecko/20130328 Firefox/22.0
1833,95,Female,Suite 97,2/21/2021,11/9/2020,basic,3/26/2020,1/25/2020,326.24,2/26/2020,58,high,Celkon,4.6.6,healthy snacks,25.06,4/17/2021,ads,"Mozilla/5.0 (Windows NT 6.0) yi; AppleWebKit/345667.12221 (KHTML, like Gecko) Chrome/23.0.1271.26 Safari/453667.1221"
1834,67,Male,Suite 98,5/7/2021,11/7/2020,premium,6/23/2021,5/11/2021,703.27,3/20/2020,88,high,Nokia,6.6.6,healthy snacks,454.6,2/16/2021,in-app purchases,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_6_3; el-gr) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1835,65,Female,Room 56,8/30/2021,3/2/2020,premium,4/6/2020,1/26/2021,832.57,11/19/2021,92,low,Ericsson,0.2.7,fitness equipment,221.9,8/28/2020,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_7) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.790.0 Safari/535.1"
1836,92,Female,3rd Floor,10/19/2020,8/23/2021,pro,10/2/2021,7/17/2021,323.07,8/25/2020,48,high,Nokia,0.6.1,fitness equipment,296.91,2/4/2021,in-app purchases,Mozilla/5.0 (Windows; U; Windows NT 6.1; WOW64; en-US; rv:2.0.4) Gecko/20120718 AskTbAVR-IDW/3.12.5.17700 Firefox/14.0.1
1837,30,Male,PO Box 76529,7/17/2021,12/1/2020,pro,3/19/2020,11/18/2020,1.99,11/28/2021,2,high,Apple,0.82,fitness equipment,328.93,5/6/2020,in-app purchases,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2_1 like Mac OS X; he-il) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8C148 Safari/6533.18.5"
1838,97,Genderfluid,16th Floor,6/17/2021,8/2/2021,pro,6/11/2021,7/17/2021,870.1,11/20/2021,61,medium,T-Mobile,5.24,fitness equipment,13.79,5/4/2020,in-app purchases,"Mozilla/5.0 (Windows NT 6.3; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/37.0.2049.0 Safari/537.36"
1839,93,Male,Room 1360,3/10/2020,4/10/2021,pro,3/2/2021,1/2/2021,580.98,3/6/2020,88,medium,Philips,0.4.8,healthy snacks,326.05,3/5/2021,in-app purchases,"Mozilla/5.0 (Windows NT 5.2; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.41 Safari/535.1"
1840,33,Female,PO Box 66578,5/19/2021,3/11/2021,pro,12/26/2020,6/5/2021,283.63,4/6/2020,77,high,Energizer,0.5.5,healthy snacks,466.28,6/7/2020,ads,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8; ja-jp) AppleWebKit/533.16 (KHTML, like Gecko) Version/5.0 Safari/533.16"
1841,70,Female,Apt 628,1/23/2020,9/6/2020,pro,5/24/2021,5/21/2021,392.51,8/29/2020,36,high,Samsung,0.8.4,fitness equipment,255.66,5/12/2021,subscription fees,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3_1 like Mac OS X; zh-cn) AppleWebKit/533.17.9 (KHTML, like Gecko) Version/5.0.2 Mobile/8G4 Safari/6533.18.5"
1842,72,Male,4th Floor,6/6/2020,12/8/2020,pro,12/5/2021,6/28/2021,148.17,2/17/2021,39,low,T-Mobile,8.2.0,supplements,139.26,11/11/2021,in-app purchases,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.1 (KHTML, like Gecko) Ubuntu/10.04 Chromium/14.0.808.0 Chrome/14.0.808.0 Safari/535.1"
1843,32,Male,Suite 48,3/5/2020,10/4/2020,pro,4/23/2021,1/13/2020,826.02,9/13/2020,77,medium,Lenovo,4.2,supplements,88.48,9/3/2021,ads,"Mozilla/5.0 Slackware/13.37 (X11; U; Linux x86_64; en-US) AppleWebKit/534.16 (KHTML, like Gecko) Chrome/12.0.742.91"
1844,66,Male,PO Box 69015,11/12/2020,6/24/2021,pro,11/15/2020,12/20/2021,741.05,5/30/2021,68,high,Samsung,0.37,supplements,97.05,5/21/2020,subscription fees,Mozilla/5.0 (Windows NT 5.1; rv:14.0) Gecko/20120405 Firefox/14.0a1
1845,50,Male,Room 812,8/20/2021,8/20/2020,premium,5/18/2021,2/18/2020,534.86,11/3/2020,23,high,Tecno,1.73,fitness equipment,230.66,3/1/2021,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2) AppleWebKit/537.11 (KHTML, like Gecko) Chrome/23.0.1271.6 Safari/537.11"
1846,87,Male,PO Box 41341,10/30/2021,5/11/2021,pro,2/12/2020,9/28/2020,813.98,11/24/2021,63,low,ZTE,4.7,supplements,182.21,8/19/2020,in-app purchases,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_10_1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2227.1 Safari/537.36"
1847,18,Male,Suite 45,1/27/2020,8/30/2021,pro,10/22/2020,9/24/2021,93.21,3/26/2020,77,medium,Celkon,0.26,fitness equipment,334.23,9/26/2020,subscription fees,Mozilla/5.0 (Windows NT 6.1; rv:21.0) Gecko/20100101 Firefox/21.0
1848,88,Male,Room 729,11/4/2020,12/11/2020,pro,6/26/2020,11/12/2021,245.81,12/5/2020,24,low,Samsung,0.59,healthy snacks,298.23,11/4/2020,subscription fees,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:21.0) Gecko/20100101 Firefox/21.0
1849,81,Female,9th Floor,9/21/2021,5/8/2021,premium,7/20/2021,7/3/2020,802.24,3/18/2021,62,low,LG,1.6,fitness equipment,227.36,9/24/2021,ads,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_3) AppleWebKit/535.22 (KHTML, like Gecko) Chrome/19.0.1047.0 Safari/535.22"
1850,49,Genderqueer,Room 1268,11/12/2020,10/13/2021,pro,8/1/2021,10/23/2020,808.63,4/29/2021,86,medium,LG,0.7.0,supplements,181.2,11/10/2020,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/41.0.2224.3 Safari/537.36"
1851,100,Female,PO Box 45503,5/27/2021,7/20/2021,pro,3/17/2021,1/22/2020,833.9,5/11/2020,23,high,alcatel,0.5.8,healthy snacks,392.51,6/11/2021,subscription fees,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/4E423F"
1852,93,Female,14th Floor,2/28/2020,10/9/2020,basic,11/10/2021,7/28/2020,530.48,2/28/2021,70,high,Samsung,5.5,supplements,129.5,5/10/2020,in-app purchases,"Mozilla/5.0 (X11; CrOS i686 12.433.109) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.93 Safari/534.30"
1853,78,Female,11th Floor,11/9/2021,11/1/2021,pro,10/7/2021,2/19/2020,77.15,2/4/2021,85,high,QMobile,0.5.4,fitness equipment,247.99,3/13/2021,subscription fees,Mozilla/5.0 (X11; Linux x86_64; rv:28.0) Gecko/20100101 Firefox/28.0
1854,57,Male,Apt 1676,12/5/2020,3/5/2020,basic,10/30/2020,12/18/2020,365.95,5/29/2020,32,low,HTC,0.99,healthy snacks,0.14,3/7/2020,subscription fees,"Mozilla/5.0 (X11; CrOS i686 3912.101.0) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/27.0.1453.116 Safari/537.36"
1855,42,Female,Room 1932,11/20/2020,7/22/2021,premium,8/19/2020,9/18/2020,676,4/24/2021,10,medium,LG,0.29,healthy snacks,291.99,6/26/2020,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.30 (KHTML, like Gecko) Chrome/12.0.742.91 Chromium/12.0.742.91 Safari/534.30"
1856,70,Female,Apt 282,2/23/2021,5/29/2020,pro,12/29/2020,7/26/2020,522.87,6/8/2020,98,high,Celkon,2.2.7,fitness equipment,347.72,10/14/2021,ads,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/535.11 (KHTML, like Gecko) Chrome/17.0.963.66 Safari/535.11"
1857,59,Genderfluid,Room 674,4/23/2021,4/16/2021,pro,6/7/2020,11/9/2021,239.73,2/22/2020,11,medium,Huawei,5.59,healthy snacks,236.38,10/17/2021,ads,Mozilla/5.0 (Windows NT 6.1; rv:14.0) Gecko/20100101 Firefox/18.0.1
1858,91,Male,Room 1888,1/21/2020,12/31/2020,basic,12/3/2021,7/3/2021,566.71,1/21/2020,23,high,alcatel,8.4,healthy snacks,41.5,2/28/2020,subscription fees,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1859,92,Female,2nd Floor,2/5/2020,12/12/2021,pro,2/1/2021,12/7/2021,646.65,10/25/2021,98,low,BLU,0.73,healthy snacks,464.58,5/10/2021,ads,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.815.10913 Safari/535.1"
1860,96,Male,13th Floor,11/5/2021,3/13/2021,basic,11/29/2020,2/11/2020,264.61,10/9/2020,84,medium,Lenovo,8.2.9,supplements,385.86,2/14/2021,in-app purchases,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.9 Safari/536.5"
1861,96,Male,Apt 1466,7/29/2020,8/13/2021,premium,10/31/2020,9/23/2020,500.45,12/6/2021,35,high,LG,1.27,fitness equipment,316.59,10/15/2021,subscription fees,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/534.33 (KHTML, like Gecko) Ubuntu/9.10 Chromium/13.0.752.0 Chrome/13.0.752.0 Safari/534.33"
1862,51,Polygender,Suite 48,8/22/2021,6/2/2020,premium,6/23/2020,8/17/2020,556.13,5/5/2021,29,low,Samsung,6.3,healthy snacks,50.34,2/29/2020,subscription fees,"Mozilla/5.0 (Android 2.2; Windows; U; Windows NT 6.1; en-US) AppleWebKit/533.19.4 (KHTML, like Gecko) Version/5.0.3 Safari/533.19.4"
1863,24,Female,Apt 1419,8/28/2020,8/24/2021,basic,11/8/2021,12/22/2021,796.45,8/29/2021,63,high,LG,0.68,fitness equipment,336.96,2/4/2021,ads,"Mozilla/5.0 (Windows NT 6.2; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1667.0 Safari/537.36"
1864,81,Female,Room 511,12/3/2021,11/2/2021,premium,9/3/2020,8/11/2021,117.58,8/28/2020,26,low,Nokia,4.67,fitness equipment,218.15,11/26/2020,in-app purchases,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.810.0 Safari/535.1"
1865,82,Female,PO Box 71539,7/9/2021,8/5/2020,premium,2/16/2020,8/24/2021,975.1,9/30/2021,12,low,Wiko,4.37,fitness equipment,337.16,10/22/2021,in-app purchases,"Mozilla/5.0 (X11; OpenBSD i386) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/36.0.1985.125 Safari/537.36"
1866,71,Male,Room 1444,11/7/2020,4/4/2021,basic,4/21/2020,1/9/2020,879.97,1/7/2020,1,medium,Oppo,4.26,fitness equipment,122.43,8/18/2020,ads,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:14.0) Gecko/20100101 Firefox/14.0.1
1867,91,Female,Room 74,1/6/2020,12/28/2020,basic,8/5/2021,8/23/2020,337.63,4/25/2021,9,medium,Sony,0.17,fitness equipment,187.62,5/28/2021,ads,"Mozilla/5.0 (Windows NT 5.1) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/13.0.782.20 Safari/535.1"
1868,45,Male,Apt 1654,4/26/2021,11/29/2020,premium,5/15/2021,12/20/2020,789.91,5/10/2020,53,low,Philips,2.59,supplements,426.65,6/13/2021,ads,"Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/14.0.813.0 Safari/535.1"
1869,68,Male,Suite 60,1/27/2020,11/17/2020,premium,12/6/2020,7/28/2021,466.96,10/2/2020,87,high,Huawei,0.2.6,fitness equipment,237.05,6/30/2020,ads,Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:17.0) Gecko/20100101 Firefox/17.0.6
